x	y	z
120	29	0
120	30	0
120	31	0
120	32	0
120	33	0
120	34	0
120	35	0
120	36	0
120	37	0
120	38	0
120	39	0
120	40	0
120	41	0
120	42	0
120	43	0
120	44	0
120	45	0
120	46	0
120	47	0
120	48	0
120	49	0
120	50	0
120	51	0
120	52	0
120	53	0
120	54	0
120	55	0
120	56	0
120	57	0
120	58	0
120	59	0
120	60	0
120	61	0
120	62	0
120	63	0
120	64	0
120	65	0
120	66	0
120	67	0
120	68	0
120	69	0
120	70	0
120	71	0
120	72	0
120	73	0
120	74	0
120	75	0
120	76	0
120	77	0
120	78	0
120	79	0
120	80	0
120	81	0
120	82	0
120	83	0
121	0	0
121	1	0
121	2	0
121	3	0
121	4	0
121	5	0
121	6	0
121	7	0
121	8	0
121	9	0
121	10	0
121	11	0
121	12	0
121	13	0
121	14	0
121	15	0
121	16	0
121	17	0
121	18	0
121	19	0
121	20	0
121	21	0
121	22	0
121	23	0
121	24	0
121	25	0
121	26	0
121	27	0
121	28	0
121	29	0
121	30	0
121	31	0
121	32	0
121	33	0
121	34	0
121	35	0
121	36	0
121	37	0
121	38	0
121	39	0
121	40	0
121	41	0
121	42	0
121	43	0
121	44	0
121	45	0
121	46	0
121	47	0
121	48	0
121	49	0
121	50	0
121	51	0
121	52	0
121	53	0
121	54	0
121	55	0
121	56	0
121	57	0
121	58	0
121	59	0
121	60	0
121	61	0
121	62	0
121	63	0
121	64	0
121	65	0
121	66	0
121	67	0
121	68	0
121	69	0
121	70	0
121	71	0
121	72	0
121	73	0
121	74	0
121	75	0
121	76	0
121	77	0
121	78	0
121	79	0
121	80	0
121	81	0
121	82	0
121	83	0
122	0	0
122	1	0
122	2	0
122	3	0
122	4	0
122	5	0
122	6	0
122	7	0
122	8	0
122	9	0
122	10	0
122	11	0
122	12	0
122	13	0
122	14	0
122	15	0
122	16	0
122	17	0
122	18	0
122	19	0
122	20	0
122	21	0
122	22	0
122	23	0
122	24	0
122	25	0
122	26	0
122	27	0
122	28	0
122	29	0
122	30	0
122	31	0
122	32	0
122	33	0
122	34	0
122	35	0
122	36	0
122	37	0
122	38	0
122	39	0
122	40	0
122	41	0
122	42	0
122	43	0
122	44	0
122	45	0
122	46	0
122	47	0
122	48	0
122	49	0
122	50	0
122	51	0
122	52	0
122	53	0
122	54	0
122	55	0
122	56	0
122	57	0
122	58	0
122	59	0
122	60	0
122	61	0
122	62	0
122	63	0
122	64	0
122	65	0
122	66	0
122	67	0
122	68	0
122	69	0
122	70	0
122	71	0
122	72	0
122	73	0
122	74	0
122	75	0
122	76	0
122	77	0
122	78	0
122	79	0
122	80	0
122	81	0
122	82	0
122	83	0
123	0	0
123	1	0
123	2	0
123	3	0
123	4	0
123	5	0
123	6	0
123	7	0
123	8	0
123	9	0
123	10	0
123	11	0
123	12	0
123	13	0
123	14	0
123	15	0
123	16	0
123	17	0
123	18	0
123	19	0
123	20	0
123	21	0
123	22	0
123	23	0
123	24	0
123	25	0
123	26	0
123	27	0
123	28	0
123	29	0
123	30	0
123	31	0
123	32	0
123	33	0
123	34	0
123	35	0
123	36	0
123	37	0
123	38	0
123	39	0
123	40	0
123	41	0
123	42	0
123	43	0
123	44	0
123	45	0
123	46	0
123	47	0
123	48	0
123	49	0
123	50	0
123	51	0
123	52	0
123	53	0
123	54	0
123	55	0
123	56	0
123	57	0
123	58	0
123	59	0
123	60	0
123	61	0
123	62	0
123	63	0
123	64	0
123	65	0
123	66	0
123	67	0
123	68	0
123	69	0
123	70	0
123	71	0
123	72	0
123	73	0
123	74	0
123	75	0
123	76	0
123	77	0
123	78	0
123	79	0
123	80	0
123	81	0
123	82	0
123	83	0
